statement,label
College Republicans: The organization's mission is to promote the principles of the Republican Party and to develop young people into effective leaders and activists.,0
"College Republicans: The CRNC has a network of chapters on college and university campuses across the country, with over 300 chapters nationwide.",0
"College Republicans: These chapters provide a platform for students to engage in political activism, attend conferences and events, and connect with other like-minded students.",0
2004 Myanmar cyclone: The 2004 Myanmar cyclone was considered the worst to strike the country since 1968.,0
"2004 Myanmar cyclone: According to the passage, this is the year when the cyclone was considered the worst since then.",0
"2004 Myanmar cyclone: However, it does not provide any specific information about the severity of the cyclone or the number of people affected.",0
"2004 Myanmar cyclone: It is possible that the cyclone caused significant damage and loss of life, but more information is needed to confirm this.",0
"Green marketing: It involves promoting products or services that are believed to have a positive impact on the environment, such as reducing waste, conserving natural resources, or minimizing harm to the environment.",0
"Green marketing: Green marketing strategies may include using eco-friendly packaging, promoting energy efficiency, or highlighting the environmental benefits of a product or service.",0
Green marketing: The goal of green marketing is to appeal to consumers who are increasingly concerned about the environmental impact of their purchasing decisions.,0
"Mileena: Mileena has appeared in several Mortal Kombat games, including Mortal Kombat 3, Ultimate Mortal Kombat 3, and Mortal Kombat: Deception.",0
"Evil Queen ( Disney ): Queen Grimhilde is a complex and intriguing character, driven by a desire for power and beauty.",0
"Evil Queen ( Disney ): She is the stepmother of Snow White, the fairest of the land, and will stop at nothing to eliminate her and claim the throne for herself.",0
"Evil Queen ( Disney ): The Queen 's obsession with youth and beauty leads her to seek out the Magic Mirror 's advice, which ultimately leads to her downfall.",0
"Evil Queen ( Disney ): The Evil Queen 's appearance is striking, with long, flowing black hair and a regal, imposing presence.",0
